iter	Passed	Remaining
5820	94727	230740
5821	94745	230727
5822	94762	230712
5823	94778	230697
5824	94795	230683
5825	94812	230668
5826	94829	230653
5827	94846	230639
5828	94863	230623
5829	94879	230607
5830	94896	230594
5831	94914	230579
5832	94930	230564
5833	94948	230551
5834	94964	230534
5835	94980	230518
5836	94996	230500
5837	95012	230485
5838	95029	230470
5839	95046	230454
5840	95063	230440
5841	95079	230424
5842	95097	230412
5843	95115	230398
5844	95132	230385
5845	95149	230370
5846	95166	230356
5847	95183	230341
5848	95200	230326
5849	95217	230311
5850	95233	230296
5851	95251	230284
5852	95270	230272
5853	95286	230256
5854	95303	230241
5855	95321	230229
5856	95338	230215
5857	95354	230199
5858	95371	230184
5859	95387	230168
5860	95405	230154
5861	95421	230137
5862	95437	230121
5863	95454	230107
5864	95472	230093
5865	95488	230078
5866	95505	230062
5867	95522	230047
5868	95538	230032
5869	95555	230016
5870	95571	229999
5871	95587	229983
5872	95604	229968
5873	95621	229954
5874	95638	229939
5875	95655	229925
5876	95672	229910
5877	95689	229895
5878	95706	229881
5879	95723	229866
5880	95740	229850
5881	95757	229837
5882	95775	229825
5883	95792	229810
5884	95808	229793
5885	95824	229776
5886	95840	229760
5887	95857	229745
5888	95874	229729
5889	95891	229715
5890	95907	229699
5891	95925	229686
5892	95941	229670
5893	95960	229659
5894	95976	229642
5895	95993	229629
5896	96010	229615
5897	96026	229598
5898	96043	229583
5899	96061	229570
5900	96078	229555
5901	96097	229545
5902	96115	229533
5903	96132	229520
5904	96149	229505
5905	96166	229490
5906	96183	229475
5907	96200	229461
5908	96217	229445
5909	96233	229429
5910	96250	229415
5911	96267	229399
5912	96284	229385
5913	96300	229369
5914	96317	229353
5915	96334	229339
5916	96349	229321
5917	96366	229306
5918	96383	229292
5919	96400	229276
5920	96417	229263
5921	96434	229248
5922	96451	229232
5923	96467	229216
5924	96484	229201
5925	96501	229185
5926	96517	229170
5927	96534	229155
5928	96551	229139
5929	96567	229124
5930	96584	229108
5931	96601	229094
5932	96618	229080
5933	96636	229066
5934	96652	229050
5935	96669	229036
5936	96686	229022
5937	96704	229008
5938	96721	228994
5939	96738	228979
5940	96755	228965
5941	96772	228950
5942	96789	228935
5943	96806	228921
5944	96822	228905
5945	96839	228889
5946	96856	228876
5947	96873	228861
5948	96890	228846
5949	96907	228831
5950	96922	228813
5951	96939	228798
5952	96956	228784
5953	96972	228767
5954	96989	228752
5955	97006	228738
5956	97022	228720
5957	97039	228705
5958	97055	228689
5959	97072	228673
5960	97089	228658
5961	97105	228643
5962	97122	228626
5963	97138	228609
5964	97155	228596
5965	97172	228582
5966	97190	228568
5967	97206	228552
5968	97222	228536
5969	97239	228519
5970	97255	228503
5971	97271	228486
5972	97287	228469
5973	97305	228456
5974	97322	228443
5975	97339	228427
5976	97356	228413
5977	97372	228396
5978	97389	228381
5979	97406	228367
5980	97423	228353
5981	97440	228337
5982	97456	228322
5983	97473	228306
5984	97489	228290
5985	97505	228273
5986	97522	228259
5987	97539	228243
5988	97557	228231
5989	97574	228217
5990	97594	228208
5991	97610	228191
5992	97626	228175
5993	97642	228158
5994	97659	228143
5995	97676	228129
5996	97693	228114
5997	97710	228099
5998	97726	228082
5999	97742	228064
6000	97758	228048
6001	97774	228032
6002	97791	228016
6003	97807	228000
6004	97824	227985
6005	97840	227969
6006	97857	227954
6007	97874	227939
6008	97891	227924
6009	97907	227908
6010	97925	227894
6011	97942	227881
6012	97960	227867
6013	97976	227851
6014	97992	227834
6015	98009	227820
6016	98028	227809
6017	98045	227795
6018	98061	227778
6019	98078	227764
6020	98094	227747
6021	98111	227733
6022	98129	227720
6023	98147	227706
6024	98164	227692
6025	98181	227677
6026	98198	227662
6027	98215	227647
6028	98231	227632
6029	98248	227617
6030	98265	227602
6031	98282	227587
6032	98299	227572
6033	98315	227556
6034	98332	227541
6035	98349	227526
6036	98366	227511
6037	98382	227496
6038	98399	227481
6039	98417	227469
6040	98434	227453
6041	98452	227440
6042	98468	227424
6043	98485	227409
6044	98502	227394
6045	98519	227379
6046	98535	227363
6047	98553	227350
6048	98569	227334
6049	98586	227318
6050	98602	227302
6051	98619	227286
6052	98634	227269
6053	98651	227253
6054	98667	227236
6055	98683	227220
6056	98699	227203
6057	98716	227188
6058	98734	227175
6059	98751	227160
6060	98768	227147
6061	98786	227133
6062	98802	227118
6063	98819	227101
6064	98836	227086
6065	98853	227073
6066	98871	227060
6067	98889	227049
6068	98906	227033
6069	98923	227018
6070	98940	227005
6071	98957	226988
6072	98973	226973
6073	98992	226961
6074	99008	226946
6075	99025	226931
6076	99043	226917
6077	99058	226899
6078	99076	226885
6079	99093	226872
6080	99111	226858
6081	99127	226842
6082	99143	226826
6083	99161	226812
6084	99177	226795
6085	99194	226781
6086	99211	226766
6087	99228	226751
6088	99245	226736
6089	99261	226720
6090	99278	226706
6091	99295	226691
6092	99311	226675
6093	99328	226660
6094	99346	226646
6095	99363	226631
6096	99381	226620
6097	99399	226606
6098	99416	226592
6099	99432	226576
6100	99449	226561
6101	99466	226547
6102	99483	226532
6103	99500	226517
6104	99517	226501
6105	99533	226486
6106	99550	226470
6107	99567	226454
6108	99584	226440
6109	99600	226424
6110	99617	226408
6111	99633	226391
6112	99649	226376
6113	99667	226361
6114	99682	226344
6115	99700	226330
6116	99716	226313
6117	99733	226299
6118	99750	226285
6119	99768	226271
6120	99785	226258
6121	99802	226241
6122	99818	226225
6123	99835	226210
6124	99853	226198
6125	99871	226186
6126	99889	226172
6127	99906	226158
6128	99925	226149
6129	99943	226135
6130	99960	226120
6131	99979	226110
6132	99995	226094
6133	100012	226079
6134	100029	226064
6135	100046	226049
6136	100063	226034
6137	100079	226019
6138	100096	226003
6139	100113	225989
6140	100129	225973
6141	100147	225959
6142	100164	225944
6143	100181	225931
6144	100198	225915
6145	100215	225900
6146	100232	225885
6147	100247	225866
6148	100264	225852
6149	100281	225838
6150	100298	225822
6151	100317	225811
6152	100333	225795
6153	100349	225779
6154	100366	225763
6155	100383	225749
6156	100401	225735
6157	100417	225719
6158	100433	225701
6159	100449	225685
6160	100467	225671
6161	100483	225655
6162	100500	225639
6163	100517	225625
6164	100534	225611
6165	100551	225595
6166	100567	225580
6167	100584	225566
6168	100601	225549
6169	100617	225534
6170	100635	225520
6171	100651	225504
6172	100668	225487
6173	100685	225473
6174	100701	225456
6175	100718	225442
6176	100735	225426
6177	100751	225411
6178	100768	225395
6179	100784	225379
6180	100802	225365
6181	100819	225352
6182	100836	225336
6183	100853	225321
6184	100870	225306
6185	100887	225291
6186	100903	225276
6187	100920	225261
6188	100937	225246
6189	100954	225230
6190	100970	225215
6191	100988	225201
6192	101005	225186
6193	101022	225171
6194	101039	225157
6195	101055	225140
6196	101073	225128
6197	101090	225112
6198	101107	225098
6199	101124	225082
6200	101140	225067
6201	101158	225053
6202	101175	225038
6203	101191	225022
6204	101208	225006
6205	101226	224993
6206	101242	224977
6207	101258	224961
6208	101275	224946
6209	101291	224929
6210	101307	224912
6211	101324	224898
6212	101341	224882
6213	101358	224867
6214	101375	224853
6215	101392	224837
6216	101410	224825
6217	101427	224809
6218	101443	224793
6219	101460	224778
6220	101477	224763
6221	101494	224750
6222	101512	224736
6223	101530	224723
6224	101548	224711
6225	101565	224696
6226	101582	224681
6227	101598	224666
6228	101615	224650
6229	101633	224638
6230	101650	224623
6231	101667	224608
6232	101684	224593
6233	101701	224578
6234	101718	224562
6235	101735	224549
6236	101752	224534
6237	101769	224518
6238	101786	224504
6239	101803	224489
6240	101820	224474
6241	101837	224459
6242	101854	224445
6243	101870	224428
6244	101887	224414
6245	101904	224399
6246	101921	224384
6247	101938	224368
6248	101955	224354
6249	101971	224337
6250	101988	224322
6251	102005	224307
6252	102022	224292
6253	102038	224275
6254	102056	224262
6255	102073	224248
6256	102090	224233
6257	102107	224218
6258	102124	224203
6259	102140	224186
6260	102156	224170
6261	102174	224157
6262	102190	224140
6263	102207	224125
6264	102224	224110
6265	102241	224096
6266	102258	224081
6267	102276	224068
6268	102292	224052
6269	102310	224038
6270	102327	224023
6271	102343	224006
6272	102361	223993
6273	102378	223979
6274	102394	223962
6275	102412	223950
6276	102432	223941
6277	102452	223933
6278	102472	223924
6279	102493	223917
6280	102511	223907
6281	102528	223890
6282	102545	223877
6283	102562	223862
6284	102579	223847
6285	102596	223832
6286	102613	223817
6287	102631	223805
6288	102648	223789
6289	102664	223773
6290	102682	223760
6291	102699	223745
6292	102716	223730
6293	102733	223715
6294	102750	223700
6295	102767	223685
6296	102784	223671
6297	102801	223656
6298	102819	223642
6299	102835	223627
6300	102852	223610
6301	102869	223595
6302	102885	223578
6303	102901	223563
6304	102918	223547
6305	102934	223529
6306	102950	223514
6307	102967	223498
6308	102984	223483
6309	103000	223467
6310	103017	223452
6311	103033	223436
6312	103050	223420
6313	103067	223404
6314	103083	223388
6315	103100	223372
6316	103117	223358
6317	103134	223344
6318	103150	223327
6319	103167	223312
6320	103184	223297
6321	103201	223282
6322	103218	223267
6323	103235	223251
6324	103251	223235
6325	103269	223223
6326	103287	223209
6327	103305	223198
6328	103323	223184
6329	103340	223169
6330	103357	223154
6331	103375	223141
6332	103391	223125
6333	103408	223109
6334	103424	223094
6335	103441	223078
6336	103457	223062
6337	103475	223047
6338	103492	223033
6339	103509	223018
6340	103526	223003
6341	103544	222990
6342	103561	222976
6343	103579	222963
6344	103596	222949
6345	103612	222932
6346	103629	222917
6347	103647	222903
6348	103663	222887
6349	103680	222872
6350	103697	222857
6351	103715	222844
6352	103733	222831
6353	103749	222815
6354	103766	222800
6355	103784	222787
6356	103801	222772
6357	103818	222756
6358	103834	222740
6359	103851	222726
6360	103868	222710
6361	103884	222694
6362	103901	222679
6363	103919	222665
6364	103935	222648
6365	103951	222632
6366	103968	222616
6367	103985	222602
6368	104002	222587
6369	104019	222571
6370	104036	222558
6371	104053	222542
6372	104070	222528
6373	104087	222512
6374	104103	222495
6375	104120	222480
6376	104136	222464
6377	104152	222447
6378	104169	222431
6379	104185	222415
6380	104202	222399
6381	104219	222385
6382	104235	222368
6383	104252	222352
6384	104269	222337
6385	104286	222322
6386	104303	222308
6387	104320	222293
6388	104337	222279
6389	104356	222268
6390	104374	222254
6391	104390	222238
6392	104407	222223
6393	104424	222208
6394	104441	222192
6395	104458	222177
6396	104474	222161
6397	104491	222146
6398	104507	222129
6399	104524	222114
6400	104540	222098
6401	104557	222083
6402	104574	222066
6403	104590	222051
6404	104607	222035
6405	104624	222021
6406	104641	222006
6407	104658	221991
6408	104675	221976
6409	104692	221960
6410	104709	221946
6411	104726	221930
6412	104743	221916
6413	104761	221902
6414	104778	221889
6415	104795	221874
6416	104814	221863
6417	104832	221849
6418	104849	221836
6419	104866	221820
6420	104882	221804
6421	104900	221789
6422	104917	221775
6423	104934	221760
6424	104951	221745
6425	104968	221731
6426	104985	221716
6427	105003	221702
6428	105019	221685
6429	105036	221671
6430	105054	221658
6431	105071	221643
6432	105088	221628
6433	105104	221612
6434	105121	221596
6435	105137	221578
6436	105153	221563
6437	105170	221547
6438	105186	221531
6439	105203	221515
6440	105220	221499
6441	105237	221485
6442	105255	221472
6443	105273	221460
6444	105290	221445
6445	105308	221432
6446	105324	221416
6447	105341	221400
6448	105358	221385
6449	105374	221368
6450	105390	221352
6451	105408	221337
6452	105424	221321
6453	105440	221304
6454	105457	221289
6455	105474	221273
6456	105490	221257
6457	105506	221240
6458	105523	221225
6459	105539	221208
6460	105556	221192
6461	105573	221177
6462	105589	221162
6463	105607	221148
6464	105624	221133
6465	105642	221119
6466	105660	221106
6467	105676	221090
6468	105694	221078
6469	105711	221062
6470	105727	221046
6471	105745	221032
6472	105762	221017
6473	105778	221001
6474	105795	220985
6475	105813	220972
6476	105831	220959
6477	105848	220944
6478	105864	220928
6479	105881	220912
6480	105898	220899
6481	105915	220884
6482	105932	220867
6483	105949	220852
6484	105965	220836
6485	105982	220821
6486	105999	220806
6487	106016	220790
6488	106032	220774
6489	106049	220760
6490	106066	220744
6491	106083	220729
6492	106100	220713
6493	106117	220699
6494	106133	220682
6495	106151	220669
6496	106168	220654
6497	106184	220638
6498	106202	220623
6499	106218	220608
6500	106236	220594
6501	106252	220578
6502	106269	220563
6503	106286	220547
6504	106302	220531
6505	106319	220516
6506	106336	220501
6507	106354	220488
6508	106371	220472
6509	106389	220459
6510	106406	220445
6511	106423	220429
6512	106440	220414
6513	106457	220400
6514	106474	220384
6515	106492	220372
6516	106509	220357
6517	106527	220343
6518	106546	220332
6519	106563	220317
6520	106580	220302
6521	106595	220284
6522	106612	220268
6523	106628	220251
6524	106645	220236
6525	106662	220222
6526	106679	220206
6527	106696	220193
6528	106714	220178
6529	106731	220163
6530	106747	220147
6531	106764	220131
6532	106781	220117
6533	106798	220102
6534	106815	220086
6535	106832	220071
6536	106849	220057
6537	106865	220040
6538	106883	220026
6539	106899	220010
6540	106916	219995
6541	106933	219980
6542	106950	219965
6543	106967	219950
6544	106985	219937
6545	107002	219922
6546	107019	219906
6547	107036	219891
6548	107053	219877
6549	107070	219862
6550	107088	219849
6551	107104	219833
6552	107120	219815
6553	107136	219798
6554	107153	219782
6555	107170	219767
6556	107186	219752
6557	107203	219736
6558	107220	219721
6559	107237	219706
6560	107254	219691
6561	107271	219675
6562	107288	219661
6563	107308	219651
6564	107324	219635
6565	107342	219621
6566	107359	219606
6567	107376	219591
6568	107392	219575
6569	107409	219559
6570	107425	219543
6571	107442	219528
6572	107460	219514
6573	107476	219497
6574	107493	219482
6575	107510	219468
6576	107528	219454
6577	107545	219440
6578	107562	219425
6579	107579	219408
6580	107595	219393
6581	107613	219380
6582	107632	219369
6583	107650	219355
6584	107666	219339
6585	107683	219324
6586	107701	219310
6587	107718	219295
6588	107736	219282
6589	107753	219268
6590	107770	219252
6591	107786	219236
6592	107804	219221
6593	107820	219206
6594	107838	219192
6595	107856	219179
6596	107873	219163
6597	107891	219150
6598	107907	219134
6599	107924	219119
6600	107941	219104
6601	107958	219090
6602	107976	219076
6603	107992	219060
6604	108010	219045
6605	108027	219030
6606	108044	219015
6607	108060	218999
6608	108077	218984
6609	108094	218968
6610	108111	218954
6611	108129	218940
6612	108145	218924
6613	108163	218910
6614	108181	218897
6615	108198	218882
6616	108215	218867
6617	108232	218853
6618	108249	218837
6619	108265	218820
6620	108283	218807
6621	108300	218792
6622	108317	218776
6623	108334	218762
6624	108350	218745
6625	108367	218729
6626	108384	218715
6627	108401	218700
6628	108419	218687
6629	108437	218673
6630	108454	218660
6631	108471	218644
6632	108487	218627
6633	108505	218613
6634	108522	218598
6635	108539	218583
6636	108556	218568
6637	108573	218554
6638	108590	218539
6639	108608	218525
6640	108625	218510
6641	108643	218497
6642	108660	218481
6643	108676	218465
6644	108693	218451
6645	108711	218436
6646	108728	218421
6647	108744	218405
6648	108761	218389
6649	108778	218375
6650	108796	218361
6651	108813	218347
6652	108832	218335
6653	108848	218319
6654	108865	218303
6655	108882	218288
6656	108900	218274
6657	108917	218260
6658	108935	218246
6659	108951	218230
6660	108968	218215
6661	108986	218201
6662	109003	218186
6663	109020	218171
6664	109038	218157
6665	109054	218141
6666	109071	218127
6667	109089	218113
6668	109106	218099
6669	109124	218084
6670	109140	218068
6671	109158	218054
6672	109175	218039
6673	109191	218023
6674	109208	218008
6675	109225	217993
6676	109242	217978
6677	109259	217962
6678	109276	217946
6679	109292	217930
6680	109308	217914
6681	109325	217899
6682	109343	217886
6683	109361	217872
6684	109379	217858
6685	109396	217844
6686	109414	217831
6687	109432	217817
6688	109449	217802
6689	109465	217784
6690	109481	217768
6691	109498	217753
6692	109516	217739
6693	109532	217723
6694	109549	217707
6695	109567	217694
6696	109583	217677
6697	109600	217663
6698	109617	217648
6699	109635	217634
6700	109652	217619
6701	109670	217605
6702	109686	217589
6703	109703	217574
6704	109720	217558
6705	109736	217542
6706	109753	217527
6707	109770	217512
6708	109788	217497
6709	109804	217480
6710	109821	217465
6711	109838	217450
6712	109854	217434
6713	109871	217418
6714	109887	217403
6715	109905	217388
6716	109922	217373
6717	109939	217358
6718	109957	217344
6719	109974	217329
6720	109991	217314
6721	110007	217298
6722	110023	217281
6723	110040	217265
6724	110057	217250
6725	110073	217233
6726	110090	217218
6727	110107	217203
6728	110124	217187
6729	110140	217172
6730	110158	217157
6731	110175	217142
6732	110192	217127
6733	110209	217112
6734	110226	217097
6735	110243	217082
6736	110261	217068
6737	110278	217054
6738	110294	217038
6739	110312	217023
6740	110328	217007
6741	110346	216994
6742	110363	216979
6743	110381	216966
6744	110398	216950
6745	110416	216936
6746	110432	216921
6747	110449	216906
6748	110466	216890
6749	110483	216875
6750	110501	216861
6751	110517	216845
6752	110535	216830
6753	110551	216815
6754	110568	216798
6755	110585	216784
6756	110603	216770
6757	110620	216756
6758	110637	216740
6759	110654	216724
6760	110671	216710
6761	110687	216693
6762	110704	216678
6763	110721	216663
6764	110738	216648
6765	110755	216633
6766	110773	216619
6767	110790	216604
6768	110808	216591
6769	110825	216575
6770	110842	216560
6771	110859	216546
6772	110876	216529
6773	110892	216514
6774	110909	216498
6775	110927	216485
6776	110944	216470
6777	110961	216454
6778	110978	216439
6779	110995	216424
6780	111011	216407
6781	111028	216392
6782	111045	216377
6783	111063	216364
6784	111080	216349
6785	111098	216336
6786	111115	216320
6787	111132	216305
6788	111150	216291
6789	111166	216276
6790	111183	216260
6791	111200	216245
6792	111218	216231
6793	111235	216216
6794	111252	216201
6795	111269	216186
6796	111287	216173
6797	111304	216157
6798	111321	216143
6799	111339	216129
6800	111356	216114
6801	111373	216099
6802	111390	216083
6803	111406	216067
6804	111423	216050
6805	111440	216036
6806	111457	216020
6807	111473	216004
6808	111491	215990
6809	111507	215973
6810	111524	215958
6811	111541	215943
6812	111558	215929
6813	111576	215915
6814	111594	215902
6815	111612	215888
6816	111629	215872
6817	111646	215858
6818	111663	215843
6819	111679	215827
6820	111696	215811
6821	111714	215797
6822	111732	215784
6823	111749	215770
6824	111768	215758
6825	111786	215745
6826	111805	215734
6827	111823	215720
6828	111843	215710
6829	111863	215701
6830	111882	215690
6831	111901	215679
6832	111919	215665
6833	111937	215652
6834	111955	215639
6835	111973	215625
6836	111991	215612
6837	112009	215598
6838	112027	215585
6839	112045	215572
6840	112062	215557
6841	112080	215545
6842	112098	215531
6843	112116	215518
6844	112133	215503
6845	112151	215488
6846	112168	215474
6847	112187	215462
6848	112205	215450
6849	112223	215437
6850	112242	215425
6851	112259	215409
6852	112276	215394
6853	112294	215380
6854	112311	215366
6855	112329	215352
6856	112346	215337
6857	112364	215323
6858	112380	215308
6859	112397	215292
6860	112414	215277
6861	112432	215262
6862	112449	215248
6863	112467	215234
6864	112484	215220
6865	112502	215206
6866	112520	215192
6867	112537	215178
6868	112554	215163
6869	112573	215151
6870	112591	215137
6871	112608	215123
6872	112626	215109
6873	112644	215095
6874	112661	215080
6875	112678	215065
6876	112695	215050
6877	112713	215036
6878	112731	215023
6879	112748	215008
6880	112766	214996
6881	112784	214981
6882	112802	214969
6883	112820	214955
6884	112837	214940
6885	112855	214927
6886	112872	214912
6887	112890	214898
6888	112907	214882
6889	112924	214867
6890	112941	214853
6891	112958	214837
6892	112977	214825
6893	112995	214812
6894	113012	214797
6895	113030	214783
6896	113047	214768
6897	113064	214754
6898	113083	214741
6899	113100	214727
6900	113117	214711
6901	113133	214695
6902	113151	214681
6903	113168	214666
6904	113185	214650
6905	113202	214635
6906	113219	214619
6907	113236	214605
6908	113254	214590
6909	113271	214576
6910	113287	214560
6911	113305	214545
6912	113322	214531
6913	113339	214515
6914	113357	214502
6915	113374	214486
6916	113391	214471
6917	113408	214456
6918	113426	214443
6919	113444	214428
6920	113461	214414
6921	113478	214398
6922	113496	214386
6923	113513	214371
6924	113531	214356
6925	113549	214343
6926	113566	214329
6927	113583	214314
6928	113600	214299
6929	113617	214283
6930	113635	214269
6931	113653	214256
6932	113671	214242
6933	113688	214226
6934	113705	214212
6935	113722	214196
6936	113738	214180
6937	113757	214167
6938	113773	214151
6939	113790	214136
6940	113808	214122
6941	113824	214105
6942	113841	214090
6943	113858	214074
6944	113874	214057
6945	113891	214042
6946	113908	214027
6947	113926	214013
6948	113943	213998
6949	113960	213982
6950	113976	213966
6951	113992	213949
6952	114009	213933
6953	114026	213917
6954	114043	213902
6955	114060	213888
6956	114078	213873
6957	114095	213859
6958	114113	213845
6959	114130	213830
6960	114147	213815
6961	114165	213801
6962	114181	213784
6963	114198	213769
6964	114215	213754
6965	114232	213739
6966	114250	213726
6967	114268	213711
6968	114285	213696
6969	114301	213680
6970	114318	213665
6971	114336	213651
6972	114352	213634
6973	114370	213621
6974	114388	213606
6975	114405	213591
6976	114422	213576
6977	114439	213561
6978	114456	213545
6979	114473	213530
6980	114490	213515
6981	114508	213501
6982	114524	213485
6983	114542	213470
6984	114559	213456
6985	114577	213442
6986	114594	213427
6987	114611	213412
6988	114629	213398
6989	114646	213383
6990	114663	213369
6991	114681	213354
6992	114697	213337
6993	114714	213322
6994	114731	213307
6995	114748	213290
6996	114765	213276
6997	114782	213261
6998	114800	213247
6999	114817	213233
7000	114835	213218
7001	114853	213205
7002	114870	213190
7003	114887	213175
7004	114904	213160
7005	114921	213144
7006	114938	213129
7007	114955	213113
7008	114973	213100
7009	114991	213086
7010	115008	213071
7011	115025	213057
7012	115043	213043
7013	115061	213028
7014	115077	213012
7015	115095	212998
7016	115112	212984
7017	115129	212968
7018	115147	212953
7019	115163	212938
7020	115180	212922
7021	115197	212906
7022	115214	212890
7023	115231	212875
7024	115248	212861
7025	115264	212844
7026	115282	212830
7027	115299	212815
7028	115317	212801
7029	115334	212786
7030	115353	212775
7031	115370	212759
7032	115387	212744
7033	115405	212730
7034	115422	212716
7035	115439	212700
7036	115456	212683
7037	115473	212669
7038	115490	212654
7039	115508	212640
7040	115525	212625
7041	115542	212610
7042	115560	212595
7043	115576	212579
7044	115594	212566
7045	115611	212551
7046	115628	212534
7047	115645	212520
7048	115662	212505
7049	115679	212489
7050	115696	212474
7051	115713	212457
7052	115730	212442
7053	115746	212427
7054	115764	212413
7055	115782	212399
7056	115799	212384
7057	115816	212368
7058	115834	212354
7059	115851	212339
7060	115867	212322
7061	115884	212306
7062	115900	212290
7063	115917	212275
7064	115937	212265
7065	115953	212248
7066	115971	212234
7067	115989	212220
7068	116006	212205
7069	116022	212188
7070	116039	212172
7071	116056	212157
7072	116073	212142
7073	116090	212127
7074	116107	212112
7075	116124	212097
7076	116141	212080
7077	116158	212065
7078	116176	212052
7079	116194	212038
7080	116212	212024
7081	116229	212010
7082	116246	211993
7083	116261	211976
7084	116278	211959
7085	116295	211944
7086	116312	211929
7087	116329	211913
7088	116347	211900
7089	116364	211885
7090	116381	211870
7091	116398	211855
7092	116416	211841
7093	116434	211826
7094	116451	211811
7095	116467	211795
7096	116485	211782
7097	116502	211766
7098	116520	211753
7099	116538	211738
7100	116554	211721
7101	116571	211706
7102	116588	211691
7103	116605	211675
7104	116623	211662
7105	116640	211647
7106	116657	211632
7107	116676	211619
7108	116692	211603
7109	116709	211587
7110	116726	211572
7111	116743	211556
7112	116761	211542
7113	116780	211531
7114	116798	211516
7115	116815	211503
7116	116832	211487
7117	116850	211474
7118	116868	211459
7119	116885	211444
7120	116903	211430
7121	116919	211414
7122	116937	211399
7123	116954	211384
7124	116972	211371
7125	116990	211357
7126	117007	211342
7127	117024	211327
7128	117041	211312
7129	117059	211297
7130	117076	211283
7131	117093	211267
7132	117110	211251
7133	117127	211235
7134	117143	211220
7135	117161	211205
7136	117178	211191
7137	117195	211175
7138	117213	211161
7139	117230	211146
7140	117248	211131
7141	117264	211116
7142	117282	211101
7143	117298	211085
7144	117315	211068
7145	117331	211052
7146	117348	211037
7147	117366	211023
7148	117384	211009
7149	117402	210995
7150	117419	210981
7151	117436	210965
7152	117453	210949
7153	117471	210935
7154	117487	210919
7155	117504	210903
7156	117522	210889
7157	117538	210873
7158	117555	210858
7159	117572	210842
7160	117590	210827
7161	117607	210812
7162	117623	210796
7163	117641	210781
7164	117657	210765
7165	117675	210750
7166	117691	210734
7167	117709	210721
7168	117726	210705
7169	117743	210690
7170	117760	210674
7171	117778	210661
7172	117795	210645
7173	117811	210629
7174	117829	210614
7175	117846	210600
7176	117863	210584
7177	117879	210567
7178	117897	210554
7179	117914	210538
7180	117931	210523
7181	117948	210506
7182	117965	210491
7183	117981	210475
7184	117998	210460
7185	118016	210446
7186	118034	210431
7187	118051	210416
7188	118068	210401
7189	118086	210388
7190	118104	210373
7191	118122	210359
7192	118140	210347
7193	118157	210331
7194	118174	210315
7195	118191	210301
7196	118208	210285
7197	118225	210270
7198	118244	210257
7199	118261	210241
7200	118278	210226
7201	118295	210211
7202	118312	210196
7203	118329	210180
7204	118346	210165
7205	118363	210149
7206	118380	210134
7207	118398	210120
7208	118415	210105
7209	118432	210090
7210	118449	210075
7211	118467	210061
7212	118484	210045
7213	118502	210031
7214	118519	210016
7215	118536	210001
7216	118553	209985
7217	118569	209969
7218	118587	209954
7219	118605	209941
7220	118622	209925
7221	118639	209911
7222	118657	209896
7223	118674	209881
7224	118691	209866
7225	118709	209852
7226	118726	209837
7227	118743	209821
7228	118761	209808
7229	118778	209792
7230	118796	209779
7231	118815	209767
7232	118832	209752
7233	118850	209738
7234	118867	209723
7235	118885	209709
7236	118902	209693
7237	118920	209679
7238	118938	209665
7239	118955	209650
7240	118971	209634
7241	118989	209620
7242	119006	209604
7243	119023	209589
7244	119039	209572
7245	119056	209556
7246	119073	209540
7247	119092	209528
7248	119109	209513
7249	119126	209497
7250	119143	209482
7251	119160	209467
7252	119176	209450
7253	119194	209436
7254	119211	209421
7255	119228	209405
7256	119245	209389
7257	119261	209373
7258	119279	209358
7259	119295	209343
7260	119313	209328
7261	119329	209311
7262	119348	209299
7263	119366	209285
7264	119382	209268
7265	119399	209253
7266	119417	209238
7267	119435	209226
7268	119452	209210
7269	119471	209197
7270	119488	209183
7271	119504	209166
7272	119521	209150
7273	119539	209136
7274	119555	209119
7275	119572	209103
7276	119589	209088
7277	119605	209071
7278	119622	209055
7279	119639	209041
7280	119656	209024
7281	119673	209009
7282	119691	208996
7283	119709	208982
7284	119726	208967
7285	119744	208953
7286	119762	208939
7287	119779	208923
7288	119796	208908
7289	119813	208892
7290	119829	208876
7291	119847	208862
7292	119865	208848
7293	119883	208835
7294	119901	208820
7295	119918	208805
7296	119936	208790
7297	119953	208776
7298	119971	208761
7299	119989	208748
7300	120007	208735
7301	120024	208719
7302	120041	208704
7303	120059	208689
7304	120075	208673
7305	120093	208659
7306	120111	208645
7307	120127	208629
7308	120144	208613
7309	120162	208599
7310	120179	208583
7311	120196	208569
7312	120214	208554
7313	120231	208538
7314	120249	208524
7315	120267	208512
7316	120285	208497
7317	120303	208483
7318	120320	208469
7319	120338	208454
7320	120354	208437
7321	120371	208423
7322	120389	208409
7323	120407	208394
7324	120423	208378
7325	120440	208362
7326	120457	208346
7327	120473	208330
7328	120491	208315
7329	120507	208299
7330	120524	208282
7331	120541	208268
7332	120559	208254
7333	120578	208241
7334	120596	208228
7335	120614	208214
7336	120632	208200
7337	120649	208186
7338	120668	208172
7339	120685	208157
7340	120702	208142
7341	120720	208127
7342	120737	208113
7343	120754	208097
7344	120772	208083
7345	120789	208068
7346	120807	208053
7347	120824	208038
7348	120841	208023
7349	120858	208008
7350	120875	207993
7351	120893	207979
7352	120912	207966
7353	120929	207951
7354	120946	207936
7355	120964	207921
7356	120981	207906
7357	120999	207892
7358	121016	207877
7359	121034	207863
7360	121052	207850
7361	121069	207834
7362	121086	207818
7363	121103	207803
7364	121119	207786
7365	121136	207771
7366	121153	207755
7367	121170	207740
7368	121187	207724
7369	121204	207708
7370	121222	207694
7371	121239	207680
7372	121258	207666
7373	121274	207650
